title,rating,body
"Positively warning, Never buy it. Terrible product. Never gonna buy samsung again.",1.0,"Edit1: adding on after using it for a few months, the call quality is terrible and microphone is also not working properly, Please look after other ones, waste of moneyThough the battery life is great, the charge time is long. Don't buy it. The performance  drop is so exaggerated. We can't switch between  apps without waiting for 3 to 4 seconds minimum.  Camera quality is bad as well.Edit 2:Worst mobile I have ever bought. Never buy it. There are lots of bugs, wifi calling gets switched off automatically, Sim signal service are irritating. Bluetooth is of inferior quality. Lte settings change automatically."
Surprisingly great!,5.0,"This phone is great! Writing this review after 2 weeks of using.Battery, camera, display all are good...and Battery is 👍.  Here some sample of photos attached.Phone is little bit heavy..for that large battery.Processor is good for daily use...but not for gaming.  Phone 🔊 is also good.Thank you Amazon."
"Good phone for a great price. Not a snapdragon chip, but that is not an issue.",4.0,"Amazon did a great job with the delivery of this product. Ordered and received on the same day.On the phone: I am happy with it. Have been using this phone for 3 days. The battery lasts for 1and half days with gaming and binge watching videos.The screen is comfortable. No issues on the screen, though  it is not amoled for an average user it is not a big difference.For the price this is a great buy, of course there is no snapdragon chip. But the exynos 850 is 8nm and at this price point is comparable to most snapdragon 6series chipsets.Camera is decent. As long as you are not a professional photographer,  this will be good enough to take atleast average if not great pics. (Some  pics are really great).This is definitely not an iPhone or one plus. But for the price it definitely is great."
Payment issue,1.0,Product is okayBut I cancelled order to get discount by paying for the same product by credit card.Disappointed that it was rejected.
Samsung m12 better backup experience it's excellent,5.0,"I'm writing this review after using few days I must say samsung m12 is great phone  in  budget segment  compared to vivid v17 and realme 6pro that I'm already using  samsung m12 better backup  is excellent after 12hr using only 30% 0f better  used but I'm requesting  samsung  to do some important on all cameras  in next update  actually need some improvement  but  I must say in Rs.10999/  this the best samsung m12 phone if anyone thinking to buy samsung m12 please go for it ...but befor that few things I'm not happy with phone is1) network connectivity need updated as soon as possible2) Amazon, Amazon prime, flipkart and eew more apps not working bugs is their.3) YouTube also buffering after connected 6mbps speed network4) In the software I think lost of bugs are their need updat as soon as possible. from my side I like it very much thanks samsung for this budget phone  thanks Amazon for one day delivered"
Not compatible with 5 GHz wifi,1.0,This phone is not compatible with 5 GHz wifi. I have JioFiber which is having 142 Mbps speed but my wifi network is not visible in phone's WIFI.I called to Samsung customer care and he informed that this phone will be connected to wifi which is having 2.5 GHz.I am returning back this product.
Good for this price range except no dual band wifi support,3.0,"Camera picture quality not up to the par! But considering the price range, it is acceptable!But no 5GHz band support! Unacceptable in 2021!!90Hz screen refresh rate does not feel like 90Hz!Lot of lag is present! Don't know if that is a software bug!Battery performance is good!!Speakers are good, as expected.Overall, except the WiFi dual band support issue, rest is acceptable in this price range!!"
Awsome phone with brick size.,3.0,"Recently I bought this galaxym12 for Rs.11k. Overall ok. But onething have to remember thst is thickness of the phone. Its 10mm THICK. Just like a brick in your pocket. Overall dimension of the phone also big. Hight , width, especialy thickness. Before i bought i didn't noticed the sizes of the this piece. Thats my mistake too. But u guys please concern about this review before you buy. Otherthan size completly ok at this price."
"Good Features, okayish Phone",4.0,"I gave it 4 Stars for the features that do work and not because it's a great phone. Considering price I paid for It I am reviewing it.Pros: Good Battery Life, Great Fingerprint sensor placement, Speakers are good as well for the price, Widevine L1 support with Dolby Atmos too. Storage is plenty with Expandability. Form factor I found good Too.Cons: Performance; sometimes it lags and the 90hzs is a gimmick, the UI itself is too laggy to notice it's smoothness. They went wrong in cameras too, just because they can afford to put a 48 megapixel camera doesn't mean it's good. The ISP is bad and makes even the bayered photos look noisy. I would suggest to use a GCam mod, then again I didn't find one that works perfectly for Exynos 850. Also other 3 cameras are just as bad if not worse. Shooting raw helps if you have the time to edit it later on Lightroom or snapseed.Also Noticed that the software adds background blur that looks unnatural, at f2.0 this should not happen at all.Get it for you parents."
Nice product,5.0,"Actually i brought this phone on focus to the 6 gb ram, 128 gb storage, 48 mp camera & 6000ah battery. Later on viewing the review of some customer i  was very upset & regreting myself. But when i received the item and my experience on the phone is 100% satisfy with the product. Awesome phone on this price range.Thank amazon & its seller partners, once more thank for courier partner too which help to delivery my item on time & safty.  Thank all"
