title,rating,body
Average earphones. No AptX as claimed.,3.0,"It's an average product..!The Good:1. Fabulous battery life.2. Good quality mic and noise cancellation actually works.3. Sound quality is average.. very bass heavy, typical Boat style. Don't buy if you like balanced sound.The Bad:1. Where is the AptX codec support as advertised? I tried it on 3 different phones, with three different UI's. All the phone's supported Aptx. These earphones automatically connect to either AAC or SBC.2. Not comfortable for long hours as the earphones doesn't fit well. The earplugs feels cheap.3. Strange hissing sound in the background when not in use. Hardly noticeable, as it goes after 45-50secs, but it's there and can be annoying.4. Magnetic lock is useless as it does not switch off or disconnect calls. Its just there.Maybe Pro+++ can address these issues."
I have been using this product for more then 6 months.,5.0,"I have been using this product for more then 6 months.At the time of perchesing this earphone, i was really confuse between Realme or Boat Rockers pro.but after boot rockers pro, I am very happy with my decision.Very Good product by boat.I thought that 6hrs battery backup will be less for me but after usning i have seen that it gives more 8 hrs and it only takes 20 min max to get full charge.6 hr is for if you have been playing non-stop music for 6hrs.I put on charging only for 20-25 min in morning and use it full day without turnning off for a single minute.To be true the performance was amazing..Here is some key information about the product: 1.It can connect with 2 device at same time.I connect with my phone and laptop which is very benifitial for me, I attain meeting and online classes on laptop and in between any phone call comes on my mobile it automatical switches towords call and after the call back to my lappy. when i play video on both phone or laptop it automatical switch towords whereever video is playing. 2.support fast charging(only in the ""PRO"" modle). 3.Audio quality is best. 4. light weight."
Improved Quality,5.0,"The quality of Boat Rockerz has improved over the time.i used the headphones, and now i am using these wireless earphones, and believe me, the quality is improved way too much.And to add, i got them for a price of rs. 1499, and at this rice it is a steal."
Good product and service from boat,5.0,Purchased on 20/02/20 and It's stopped working. Neither it's turning on neither it's getting charged. Registered an online complain on 21/05/20 but till date there is no reponse.Complain tkt no. Is 1111830. Someone from boat team kindly connect and respond to help me out on this.Finally they replaced the faulty product and it's working great now.
Worst Experience ever,1.0,There's no clarity in sound it produces only bass that to it is not pure deep bass. It's sounds very local the mids n highs are the worst. One may go for it by looking at the price but trust me Bass in not the only thing to be considered the sound quality is also very important. Even the bass is not all pure it just sucks when u hear it for more than 1 hrs. I have returned the product. Please don't buy this product there's no Sound Quality.
Returning the item,1.0,Got the delivery today(12/12/2018)Initial Impressions:The Audio was really good..nice bass..comfortable fit.Audio 4/5But after few hours of usage the right earphone stopped working..Audio output through right earphone is not as loud as left earphone.
Not worth,2.0,Very disappointed with this pair of headphones.  The sound and make quality is very low.
The Beast in this Price Segment,1.0,Just purchase it with your eyes closed man. In 1500 bucks no-one will ever give you such a Bass and good audio quality WIRELESS BLUETOOTH Earphone. Just don't think so much.I don't know about the lasting of the product but feeling the build it seems very premium. This is my first day usage review.===≠====≠===Writing after 5 months of usingOne of earbud stopped working without any reason today.Pathetic product I must say now
"Not at all suitable for running, long run when you sweet it easily enters inside",1.0,"For the first month it was good. But from the starting i was having blue tooth connectivity issue. It was not even having good connection within 5metres. Then within 30 days due to sweating it completely stopped working. I am still searching for the right wireless ear phone which can be used for long run, marathon and resist sweating.Very poor customer care service. I returned the product and have to wait for 3 week for dispatching a new one. Still on 4th week no shipment done."
Amazing product 👌,5.0,Okiee.  After using it For one week i realized that there is chirp kind of noise when you change the video or. Change the song. ... This only the bad  side. Of this earphones Keeping this a side .Green color  looks fab. btw..The  sound quality is good.The battery life is amazing in 1 hours  it get fully charged.Upto 8 and 9 hours your  can listen music. Definitely go with this product .
Poor Battery and Connectivity,3.0,"I am pleased to write a review and i will talk both about pros and cons:Pros:1. Good Bass2. Sturdy3. Great look4. Good noise cancellationCons:1. Forget buying this if you are planning to use it for gaming like battle royale games, There is an issue with the latency or bluetooth lag, You will hear the noise 3 seconds after you fire the gun.2. Disspointed battery backup, max is 1 or 1.5. hours if you continously use it at low volume.3. Wrong place where the charging port is installed, difficult to plugin or plug out.UPDATE: AS OF TODAY, JAN 15TH 2020 - One of the sides stopped working within 6 months. However, I claimed the warranty and got a replacement in 15 days. No hassle apart from the duration to get a replacement."
